x, y, z, u

(41.4996,4.10302), (41.5643,6.78418), (44.2302,2.49695), (35.4093,5.24713), (42.3971,8.42801), (39.3151,6.42356), (39.1081,9.05818), 

(41.9881,4.25968), (42.0042,6.52272), (44.5636,2.11179), (35.7906,4.9104), (42.9096,8.39038), (38.9804,6.06415), (39.3531,8.96533), 

(42.5016,4.24303), (42.5067,6.62867), (44.5783,2.11179), (36.193,5.2225), (43.1196,8.85042), (39.4191,6.32623), (39.6797,9.3547), 

(42.7538,4.31893), (42.8698,6.98653), (44.9766,2.43237), (36.6851,5.08318), (43.1338,8.85042), (39.4687,5.82757), (39.8887,9.50994), 

(43.0856,4.70497), (43.3637,7.12729), (45.2231,2.33842), (37.093,5.38866), (43.6214,9.01129), (39.0756,5.53582), (40.3845,9.37939), 

(43.5942,4.77952), (43.6594,7.54055), (45.238,2.33842), (37.1567,5.886), (44.1329,9.0645), (39.5373,5.3156), (40.2492,8.90198), 

(43.7372,5.26268), (43.5093,7.35226), (45.2528,2.33842), (37.6599,5.98029), (44.1474,9.0645), (40.0389,5.42187), (40.7607,8.94357), 

(44.2032,5.04831), (43.5236,7.35226), (45.7524,2.21559), (38.1641,5.89007), (44.3825,8.94675), (40.0521,5.42187), (41.2619,8.83383), 

(44.4463,4.94704), (43.4621,7.59049), (45.7674,2.21559), (38.0522,6.10693), (44.8806,9.07407), (39.973,5.91329), (41.3801,8.34491), 

(44.2241,4.867), (43.9354,7.78878), (46.0903,2.6096), (38.2925,6.20992), (45.2822,8.75735), (40.4645,5.76794), (41.8643,8.51392), 

(44.7243,4.98583), (44.4387,7.8937), (45.8896,2.48347), (38.7755,6.04036), (45.7924,8.82583), (40.9736,5.83312), (42.261,8.19244), 

(45.1567,5.2606), (44.4533,7.8937), (45.6735,2.92684), (38.7882,6.04036), (45.8074,8.82583), (41.3666,5.5077), (42.1344,8.67228), 

(45.1716,5.2606), (44.7697,7.49505), (46.1235,2.68029), (39.2707,6.21175), (45.8225,8.82583), (41.8798,5.48677), (42.398,8.68146), 

(45.6531,5.08101), (44.7844,7.49505), (46.6386,2.69091), (39.7773,6.29079), (46.056,8.70424), (42.3897,5.42501), (42.4496,8.92861), 

(45.883,4.62957), (45.0896,7.08806), (46.853,2.53971), (40.2887,6.33186), (46.468,9.00833), (42.763,5.77263), (42.7259,8.50295), 

(46.1943,5.03234), (45.5881,6.9614), (47.0006,3.02191), (40.4602,5.85757), (46.6952,9.14092), (43.0959,6.15776), (43.1304,8.8153), 

(46.1725,4.78509), (45.8079,7.10473), (47.2576,3.0861), (40.8377,5.515), (46.6647,8.64303), (42.9327,5.98162), (43.6205,8.96841), 

(46.5974,5.07172), (45.8229,7.10473), (47.6106,3.45499), (41.0977,5.47389), (47.1789,8.6099), (43.3548,6.27063), (43.9836,9.32669), 

(46.6127,5.07172), (46.3109,7.26714), (47.9875,3.80072), (41.5385,5.21434), (47.5932,8.30829), (43.5273,6.46413), (44.434,9.08193), 

(46.3781,5.08036), (46.7684,7.03392), (48.4909,3.91102), (42.0274,5.36971), (48.0121,8.01274), (43.292,6.47779), (44.1454,9.47951), 

(46.8922,5.1151), (47.0864,6.63592), (48.6351,3.69643), (42.0412,5.36971), (48.4703,7.7798), (43.803,6.42151), (44.6542,9.40431), 

(46.7183,4.95172), (46.8576,6.58247), (48.5753,4.19065), (42.0512,5.61968), (48.7036,7.32954), (44.2978,6.5601), (44.4322,9.48475), 

(47.2252,4.86036), (47.0152,7.06182), (48.8798,3.78233), (42.2625,6.07903), (49.0988,7.65547), (44.5557,6.50298), (44.9175,9.65326), 

(47.4393,5.31926), (47.4616,7.31532), (49.0566,3.97377), (42.6774,5.78049), (49.0021,7.16835), (45.028,6.30161), (45.3733,9.88882), 

