x, y, z, u

(9.48086,2.26712), (11.3819,1.85179), (13.0537,4.7847), (10.6801,4.58488), (13.9855,7.61376), (11.5041,8.57299), (10.1246,9.81419), 

(9.48401,2.26712), (11.3857,1.85179), (13.5272,4.95775), (10.7565,4.82403), (13.8981,8.10521), (11.5079,8.57299), (10.6197,9.90463), 

(9.47184,2.01759), (11.6313,1.9154), (13.6715,4.47769), (10.9892,5.26842), (14.3723,7.93346), (11.1666,8.2112), (10.6232,9.90463), 

(9.47499,2.01759), (12.0088,2.24762), (14.1614,4.59771), (11.4207,5.52721), (14.377,7.93346), (11.6533,8.34026), (10.4446,9.73336), 

(9.94597,2.19401), (12.5117,2.28068), (14.6182,4.8112), (11.1968,5.42389), (14.7557,8.2654), (11.6572,8.34026), (10.942,9.81098), 

(9.79936,1.99394), (12.6249,2.76864), (15.1056,4.68017), (11.3817,5.88991), (15.2079,8.48876), (11.8239,7.86753), (10.935,9.56121), 

(10.1878,2.31273), (12.6364,2.26869), (15.4,4.27246), (11.8306,5.66213), (15.185,8.98798), (12.201,8.20035), (11.35,9.84542), 

(10.1191,1.81795), (13.1265,2.38645), (15.2646,4.47924), (12.3313,5.60589), (15.666,8.83481), (12.6186,8.48133), (11.3538,9.84542), 

(10.6221,1.79763), (13.5227,2.69712), (15.4816,4.9321), (12.647,5.99694), (16.1154,8.60515), (12.8946,8.06168), (11.3576,9.84542), 

(10.9467,2.18089), (13.7567,2.79622), (15.6592,4.75111), (12.7466,5.50613), (16.2483,8.82013), (13.289,7.7489), (11.4412,9.35185), 

(11.4502,2.16808), (13.6974,2.55449), (15.7332,4.99144), (13.2508,5.51103), (16.7536,8.83041), (13.1725,7.5301), (11.1411,8.9548), 

(11.4408,2.41774), (14.1431,2.78984), (16.2154,4.84122), (13.3014,5.01317), (16.7592,8.83041), (13.5473,7.19431), (11.6392,8.87994), 

(11.6454,1.95985), (14.326,2.61445), (16.6567,5.08607), (13.6947,4.69888), (17.2638,8.86011), (13.8923,6.82821), (12.113,9.05074), 

(11.4075,2.02328), (14.8067,2.46142), (17.0933,5.33936), (13.559,4.90581), (17.2695,8.86011), (13.9195,7.3277), (12.5989,8.91766), 

(11.883,1.85762), (15.2921,2.59966), (17.2491,5.13947), (13.3342,5.00551), (17.6758,8.56076), (14.1565,7.23559), (13.0048,8.61996), 

(12.1368,1.86649), (15.7971,2.61103), (17.4522,4.68008), (13.3901,5.25015), (17.7086,8.31222), (14.4997,6.86761), (12.9827,9.11926), 

(12.1408,1.86649), (16.205,2.90743), (17.95,4.76888), (13.6852,4.84328), (18.1659,8.52723), (14.4903,7.36741), (13.247,9.54637), 

(12.6066,1.67465), (16.3129,2.41805), (18.4391,4.89788), (14.1878,4.88689), (17.9326,8.45494), (14.7004,6.91149), (13.2514,9.54637), 

(12.9849,1.34298), (16.6933,2.08731), (18.7452,5.2979), (14.1925,4.88689), (18.4156,8.30535), (14.931,6.46533), (13.5038,9.5779), 

(13.4863,1.28858), (17.1285,1.83167), (19.0805,4.92152), (14.561,4.5439), (18.7375,7.91766), (15.3224,6.7825), (13.3045,9.43306), 

(13.2582,1.38039), (17.4442,2.22396), (19.0185,4.68105), (14.8183,4.97552), (19.1149,8.25258), (15.3567,6.53421), (13.8089,9.43923), 

(13.2626,1.38039), (17.7778,2.60148), (19.4306,4.38894), (14.8232,4.97552), (19.2986,8.72007), (15.3618,6.53421), (14.122,9.04582), 

(13.0195,1.3454), (17.8307,2.35594), (19.8821,4.61677), (15.0532,4.52909), (19.8046,8.73935), (15.3668,6.53421), (14.5561,8.78969), 

(13.2602,1.78599), (18.1463,2.74849), (19.6552,4.52736), (15.4395,4.20557), (19.9867,9.20752), (15.1437,6.63626), (15.0154,8.99813), 

(13.5207,2.21541), (18.3948,3.18576), (19.8319,4.05719), (15.3231,3.98705), (20.4256,9.45887), (15.3978,6.61489), (15.5,9.13964), 

(13.8944,1.8783), (18.4009,3.18576), (20.0788,3.61877), (15.7141,4.30496), (20.6394,9.31868), (15.5429,6.40775), (15.9999,9.21157), 

(14.3187,2.15015), (18.5178,2.96168), (20.4027,3.23228), (16.1474,4.04662), (21.1382,9.40768), (15.3653,6.2372), (16.2806,8.79423), 

(14.7585,1.90384), (18.4473,2.4676), (20.4151,2.73231), (15.9031,4.05949), (21.6061,9.60147), (15.8324,6.42837), (16.5843,8.39297), 

(15.2472,1.77744), (18.1531,2.06778), (20.4626,2.23397), (16.3178,4.34656), (21.7126,9.11143), (16.3202,6.29775), (16.4177,8.21162), 

(15.7248,1.61399), (18.4741,1.67945), (20.6063,2.71484), (16.3232,4.34656), (22.1552,9.35731), (16.7105,5.97852), (16.9181,8.14119), 

(16.1824,1.82683), (18.9169,1.92296), (20.8415,3.15967), (16.6713,3.98248), (21.9522,9.22219), (16.96,6.03309), (17.2556,8.51523), 

(16.3669,2.29363), (19.1629,2.36177), (21.0401,2.69786), (17.0292,4.33719), (22.2329,8.80355), (17.198,6.4758), (17.6442,8.83668), 

(16.6224,2.72659), (19.526,2.71208), (21.047,2.69786), (17.3871,4.69203), (22.2098,8.30448), (17.6353,6.22333), (18.0109,8.49049), 

(17.1251,2.67314), (19.5325,2.71208), (21.1057,3.19518), (17.3928,4.69203), (22.2199,7.80449), (17.7288,6.45744), (18.0168,8.49049), 

(17.4677,2.30374), (19.6163,2.21809), (21.2818,3.6657), (17.3986,4.69203), (22.276,7.30687), (17.9414,6.59807), (18.4817,8.68888), 

(17.9416,2.47948), (19.444,2.39283), (21.4007,3.8893), (17.6427,4.61643), (22.0343,7.28515), (18.4307,6.4703), (18.6437,8.21379), 

(17.5849,2.1352), (19.6603,2.84666), (21.4229,3.63976), (18.1168,4.44117), (22.2179,7.46248), (18.5571,6.25111), (19.1227,8.05111), 

(18.0787,2.02583), (19.5387,3.32998), (21.2946,3.4296), (18.5665,4.67171), (22.2252,7.46248), (18.5632,6.50111), (18.9841,8.52964), 

(18.3799,1.62229), (19.5452,3.32998), (21.5932,3.02338), (18.5726,4.67171), (22.2478,7.71201), (18.6239,6.74506), (19.4175,8.78953), 

(18.8855,1.60172), (19.5517,3.32998), (22.0494,3.24322), (18.5788,4.67171), (21.968,8.12131), (19.1301,6.74501), (19.5812,8.31492), 

(18.4126,1.45895), (20.0581,3.33055), (22.4049,3.60204), (18.5849,4.67171), (21.9581,8.62102), (19.3835,6.31033), (19.4338,8.79064), 

(18.8449,1.19755), (20.0655,3.83055), (22.6377,4.04839), (18.5911,4.67171), (22.3754,8.33495), (19.1483,6.24632), (19.1146,9.17003), 

(19.1259,1.61528), (20.0363,3.33183), (22.6651,3.79918), (18.3741,4.78455), (22.8096,8.07443), (19.4629,6.63999), (18.8135,9.5644), 

(19.5279,1.92098), (20.5347,3.42249), (22.8306,3.3248), (18.8238,4.55377), (23.1029,8.48471), (19.8352,6.9808), (19.2773,9.7661), 

(20.0277,2.00273), (20.5415,3.42249), (22.8172,3.07568), (19.3096,4.69527), (23.1215,7.98483), (20.1898,6.6218), (19.7471,9.95374), 

(20.5231,1.89737), (20.5483,3.42249), (22.8943,2.58054), (19.6031,5.10459), (22.7508,8.31168), (20.1965,6.6218), (20.2453,10.0449), 

(20.8763,1.53685), (20.5551,3.42249), (23.0894,2.4152), (19.6096,5.10459), (22.8998,7.83212), (20.6877,6.74495), (20.252,10.0449), 

(21.2778,1.22981), (20.7645,3.87959), (23.5772,2.2755), (19.6161,5.10459), (22.9425,8.33088), (20.7536,6.98787), (20.7567,10.0008), 

(21.2849,1.22981), (21.2608,3.98183), (23.5237,2.51787), (19.6226,5.10459), (23.392,8.09708), (20.9729,6.85594), (20.7636,10.0008), 

(21.7901,1.18706), (21.7192,3.7667), (23.7248,2.05676), (19.7557,4.88907), (23.6275,8.20027), (21.3175,6.48726), (21.1042,9.62852), 

(22.0642,1.60985), (22.1501,4.03216), (23.9465,2.18626), (19.8263,5.38495), (24.1093,8.04129), (21.7662,6.72185), (21.1239,9.12868), 

(22.2661,1.76684), (22.3782,3.58355), (24.4503,2.24989), (19.8318,5.88495), (23.9441,7.86103), (21.7734,6.72185), (21.3202,8.66591), 

(22.5947,2.14997), (22.7748,3.89742), (24.9573,2.21699), (20.3383,5.8874), (24.059,7.3726), (21.8471,6.96282), (21.8052,8.81263), 

(22.6022,2.14997), (23.275,3.98309), (25.4609,2.28503), (20.3451,5.8874), (24.5651,7.41468), (21.7671,7.19709), (22.1719,9.16023), 

(22.8518,2.08771), (23.7501,4.16068), (25.6982,2.18435), (20.3518,5.8874), (24.4971,6.92051), (22.2741,7.18209), (22.3818,8.70312), 

(23.0188,2.56161), (23.7579,4.16068), (26.2051,2.22476), (20.5918,5.79751), (25.0052,6.92432), (22.2814,7.18209), (22.3892,8.70312), 

(23.4363,2.2753), (23.7658,4.16068), (26.5297,2.61226), (20.5986,5.79751), (25.3371,7.30547), (22.2888,7.18209), (22.6138,9.15348), 

(23.9433,2.30314), (24.2689,4.22961), (26.7703,2.70594), (20.8475,5.86005), (25.8368,7.39839), (22.3992,7.67136), (23.1191,9.10687), 

(23.8626,1.81105), (24.6169,3.863), (26.9953,2.25508), (21.2221,6.19886), (25.9319,7.63292), (22.8087,7.37414), (22.6712,9.31286), 

(24.0623,2.2728), (24.625,3.863), (26.8626,1.77557), (21.0148,6.07013), (25.896,8.13094), (22.7767,7.87257), (23.1219,9.54435), 

(24.0702,2.2728), (25.0672,3.61475), (27.2942,1.50862), (20.8905,6.2829), (26.3404,8.37601), (22.7713,7.37274), (23.5897,9.34875), 

(24.5494,2.10549), (25.572,3.55613), (27.2698,1.75638), (21.3019,5.98902), (26.8151,8.19482), (23.0003,6.92443), (24.0788,9.48402), 

(24.5575,2.10549), (25.8324,3.98807), (27.2528,2.2557), (21.4207,5.76538), (27.0905,8.61783), (22.9014,7.15061), (24.2796,9.0227), 

(25.0554,2.00519), (25.6741,3.80181), (27.2618,2.2557), (21.1982,5.86449), (27.0533,8.11997), (23.3725,7.3379), (24.0378,9.03233), 

(24.9302,2.48704), (25.6826,3.80181), (27.5852,1.8669), (21.3923,5.69857), (27.2436,7.654), (23.3803,7.3379), (24.523,9.18142), 

(24.9385,2.48704), (26.1898,3.83829), (28.0612,1.68795), (21.2512,5.9), (27.0004,7.22225), (23.23,7.81228), (24.9988,9.35834), 

(25.1104,2.0146), (26.5299,4.21264), (28.514,1.91872), (21.7095,6.11539), (27.2511,7.28587), (23.7298,7.72369), (25.1648,8.88388), 

(25.1187,2.0146), (26.5387,4.21264), (28.3054,1.7964), (21.4735,6.05735), (27.7172,7.08333), (23.9963,8.15154), (25.6181,8.65575), 

(25.127,2.0146), (26.5495,3.96265), (28.6149,1.39654), (21.9106,5.80217), (28.2261,7.10091), (24.3022,7.75), (26.0396,8.9374), 

(25.3891,1.58378), (27.0114,4.1741), (29.115,1.29985), (22.3792,5.99494), (28.2781,7.59908), (24.24,7.98993), (26.2396,9.39933), 

(25.8975,1.58304), (27.4385,4.44808), (29.1246,1.29985), (22.7708,5.67503), (28.4669,7.42508), (24.0822,7.80288), (26.7468,9.43767), 

(26.1299,2.0301), (27.5818,4.659), (29.6308,1.24155), (23.1347,6.02576), (28.2598,7.87577), (24.5819,7.71238), (27.003,9.47431), 

(26.3857,2.46479), (28.0636,4.82215), (29.9771,1.61131), (23.6274,5.90432), (28.5116,8.31307), (24.8673,8.12844), (27.2585,9.51513), 

(26.3482,1.96692), (28.5623,4.71994), (29.8133,1.43156), (23.8811,5.85924), (29.021,8.31206), (24.8218,8.62555), (27.4845,9.63936), 

(26.8023,2.19416), (28.3279,4.66465), (30.3211,1.38672), (23.6741,5.73149), (29.4142,7.99139), (25.3274,8.57459), (27.7137,9.75777), 

(27.2301,1.92124), (28.5656,4.56292), (30.7693,1.14584), (23.6637,5.98082), (29.4879,8.48728), (25.8251,8.6773), (27.4975,9.6497), 

(27.7388,1.90548), (28.8227,4.59715), (30.7795,1.14584), (24.089,6.25591), (29.2651,8.92994), (26.3336,8.68344), (27.5066,9.6497), 

(27.748,1.90548), (28.9694,4.38811), (30.7896,1.14584), (24.5934,6.19658), (29.7305,9.13561), (26.0939,8.71151), (27.9662,9.86645), 

(28.1902,1.65559), (29.4582,4.53049), (30.7966,1.64583), (24.7895,6.36143), (29.8682,8.65224), (26.1925,9.20336), (27.9754,9.86645), 

(28.6083,1.36755), (29.6594,4.99237), (31.1823,1.9759), (25.2752,6.21325), (29.9903,9.13949), (26.1175,8.71039), (27.7353,9.88449), 

(28.9133,1.77085), (30.1513,5.12513), (31.1404,2.22038), (25.3859,6.44132), (30.0002,9.13949), (26.4989,8.3771), (27.9291,9.71596), 

(28.9193,2.27084), (30.3431,5.29663), (31.1507,2.22038), (25.8025,6.73012), (30.2898,8.72509), (26.5076,8.3771), (28.4243,9.59809), 

(29.1349,1.81531), (30.1216,5.39081), (31.3747,1.76837), (26.3025,6.82218), (30.7975,8.67691), (26.9927,8.52901), (28.3348,9.36849), 

(29.5669,1.5476), (30.6279,5.33119), (31.8517,1.58867), (26.3843,6.58313), (30.8077,8.67691), (27.2428,8.091), (28.3441,9.36849), 

(29.5766,1.5476), (30.9448,4.93636), (32.2258,1.93183), (26.1451,6.55112), (31.2389,8.4072), (27.6513,7.79033), (28.3535,9.36849), 

(29.8266,1.47851), (31.1156,5.40988), (32.2365,1.93183), (26.0526,6.32249), (31.2119,8.6544), (28.0999,7.55201), (28.3628,9.36849), 

(30.1105,1.89674), (31.6185,5.3243), (32.724,1.78167), (26.55,6.42744), (31.1104,8.16705), (28.1757,7.05644), (28.5424,9.55157), 

(30.1058,2.39652), (31.8765,4.88992), (33.0344,1.38133), (26.7212,6.23734), (31.1207,8.16705), (28.3612,7.23372), (29.0071,9.75835), 

(30.5555,2.1587), (32.2857,5.19168), (33.5344,1.48507), (26.73,6.23734), (31.6042,8.32845), (28.5812,6.78022), (29.5142,9.70878), 

(31.0585,2.07462), (32.7886,5.27931), (33.7937,1.45553), (27.1093,6.57306), (32.1145,8.33989), (28.9697,7.10627), (29.5239,9.70878), 

(31.5262,2.27644), (33.042,5.21852), (33.8049,1.45553), (27.5942,6.72649), (32.0661,8.09696), (29.4244,6.87864), (29.2837,9.71297), 

(31.5366,2.27644), (33.5077,5.42626), (33.816,1.45553), (27.2596,6.3633), (32.5578,7.96101), (29.4869,7.37584), (29.7932,9.72532), 

(32.0308,2.4025), (33.9669,5.64782), (34.2278,1.1563), (27.311,6.11691), (33.0685,7.95182), (29.611,6.8891), (30.2727,9.55378), 

(32.5408,2.42669), (34.4716,5.56718), (34.7356,1.09736), (27.1294,6.27868), (33.5601,8.0894), (30.1126,6.97897), (30.7641,9.68876), 

(32.3946,2.23207), (34.8745,5.87818), (34.7517,1.59734), (27.3531,6.15081), (33.5712,8.0894), (30.0363,6.7443), (31.0224,9.65801), 

(32.5596,2.03535), (35.0557,5.40787), (35.2631,1.58904), (27.7183,5.79989), (33.9967,7.80979), (30.0231,6.99322), (31.5323,9.67453), 

(32.7046,2.24622), (34.9128,5.60448), (35.7136,1.34949), (27.9446,5.92384), (34.5077,7.79411), (30.4968,6.80639), (32.006,9.86267), 

(32.9406,2.69267), (35.0525,5.12118), (35.7253,1.34949), (28.3402,6.24112), (35.0174,7.83473), (30.5934,7.0409), (32.5112,9.93538), 

(33.3972,2.46616), (35.5441,5.26116), (36.0503,1.73923), (28.7343,5.92179), (34.8403,7.9987), (30.8896,7.45099), (32.7518,9.83695), 

(33.8147,2.17499), (35.7918,5.17857), (35.8791,1.56903), (28.9276,5.4568), (34.8704,8.49835), (31.1917,7.85693), (33.0107,9.86727), 

(33.5534,2.5943), (36.285,5.04358), (36.2789,1.88444), (29.2115,5.87481), (35.0167,8.97984), (31.7005,7.89465), (33.0216,9.86727), 

(34.0348,2.76399), (36.7774,4.90499), (36.7556,1.70009), (29.6706,6.09383), (34.7802,9.01071), (32.1148,8.18951), (33.0325,9.86727), 

(34.0139,2.51606), (36.854,4.66345), (36.92,1.89839), (30.1726,6.00582), (35.229,9.25307), (32.5044,7.86336), (33.2791,9.95063), 

(34.4009,2.18623), (37.0508,4.49491), (37.4215,1.79564), (30.632,6.22486), (35.2406,9.25307), (33.01,7.93426), (33.7758,9.83223), 

(34.9083,2.24875), (37.4319,4.15736), (37.6815,1.76188), (30.8798,6.14756), (35.2522,9.25307), (33.4342,8.21566), (33.7869,9.83223), 

(35.3819,2.4399), (37.8048,4.50376), (37.694,1.76188), (31.0928,6.29376), (35.3515,8.76083), (33.4452,8.21566), (33.7981,9.83223), 

(35.8421,2.66073), (37.8921,4.99813), (38.1917,1.64164), (31.5369,6.54237), (35.6991,9.13121), (33.65,7.75474), (33.8092,9.83223), 

(36.344,2.75998), (37.6679,4.91759), (38.2043,1.64164), (31.5125,6.04358), (36.2001,9.02838), (33.6442,7.25503), (34.275,9.62407), 

(36.6142,3.1881), (38.1744,4.99402), (38.2299,1.8913), (32.0224,6.06544), (36.5959,8.7079), (33.7503,7.48627), (34.2863,9.62407), 

(36.8838,3.61671), (38.6232,5.23834), (38.735,1.80476), (32.2975,5.64117), (37.0839,8.86111), (34.0878,7.10747), (34.7927,9.69339), 

(37.35,3.82612), (38.7913,4.76308), (39.1574,2.09148), (32.0582,5.63961), (37.429,8.48805), (34.137,6.86036), (35.2517,9.47033), 

(37.8044,4.05963), (39.2007,5.06751), (39.5486,1.76464), (32.2535,5.80806), (37.8513,8.77424), (34.2097,7.10269), (35.7059,9.70287), 

(37.8168,4.05963), (39.2137,5.06751), (40.0594,1.81232), (32.748,5.93374), (37.8638,8.77424), (34.6786,6.90133), (36.1742,9.49889), 

(38.3007,3.893), (39.4666,5.50616), (40.296,1.92452), (32.6277,6.14659), (37.9656,9.00775), (34.5124,7.07728), (36.1861,9.49889), 

(38.7023,4.20721), (39.5274,6.00386), (40.787,2.07207), (32.8752,6.06623), (38.3038,9.38711), (34.7367,6.94625), (36.3973,9.04033), 

(38.715,4.20721), (39.7711,5.90745), (41.2981,2.02408), (33.1288,6.00664), (38.8163,9.39845), (35.1845,7.19034), (36.1734,8.95764), 

(38.7056,4.70672), (39.7842,5.90745), (41.7564,1.79554), (33.4458,5.61127), (39.1514,9.01627), (35.1372,6.94738), (36.4646,9.37233), 

(38.7183,4.70672), (39.7973,5.90745), (42.1751,2.08888), (33.356,5.84006), (39.6473,8.88681), (35.546,6.64375), (36.9183,9.60671), 

(38.9339,4.2497), (40.145,6.27897), (42.6286,1.85069), (33.555,6.0049), (39.5656,9.11816), (36.0474,6.5428), (36.9427,9.10686), 

(39.1327,4.08269), (39.9553,6.13297), (42.9589,1.46339), (33.9066,5.63885), (40.0544,8.96462), (36.53,6.71127), (37.259,9.50373), 

(39.635,3.98006), (40.4373,6.30666), (42.9229,1.96087), (34.1666,5.61469), (40.5652,8.91576), (37.0388,6.65446), (37.5278,9.07455), 

(39.9304,4.39268), (40.6479,6.46013), (42.7854,2.43735), (34.6223,5.8437), (41.0662,8.80526), (37.3946,7.01769), (38.0393,9.04547), 

(40.1749,4.83591), (40.4245,6.54032), (43.2906,2.34326), (34.9339,6.24353), (41.3111,8.71068), (37.6031,6.86274), (38.2646,9.17669), 

(40.4367,4.40208), (40.4378,6.54032), (43.0688,2.4257), (35.3671,6.51223), (41.3247,8.71068), (37.8498,6.77573), (38.617,9.54346), 

(40.6392,3.93924), (40.8621,6.82512), (43.5024,2.69781), (35.2124,6.0407), (41.5273,8.54701), (38.1533,6.36914), (38.6533,9.29457), 

(41.1003,4.16179), (40.9376,7.32126), (43.6229,2.47149), (35.0179,5.58516), (42.022,8.68352), (38.6567,6.46417), (38.916,9.2958), 

(41.5836,4.33316), (41.0531,6.83178), (44.0788,2.70612), (35.0294,5.58516), (42.1825,8.88595), (39.0106,6.82968), (38.6829,9.34083), 

