x, y, z, u

0, 0, 0, 0.0727829, 

0, 1, 0, 0.0727829, 

0, 2, 0, 0.00267529, 

0, 3, 0, 4.48316e-05, 

0, 4, 0, 7.44478e-07, 

0, 5, 0, 7.31348e-08, 

0, 6, 0, 1.30359e-07, 

0, 7, 0, 1.63866e-07, 

0, 8, 0, 2.00884e-07, 

0, 9, 0, 3.15167e-07, 

0, 10, 0, 2.77133e-06, 

0, 11, 0, 2.77133e-06, 

2.23711, 0, 0, 0.0727829, 

2.23711, 1, 0, 0.0727829, 

2.23711, 2, 0, 0.00267529, 

2.23711, 3, 0, 4.48316e-05, 

2.23711, 4, 0, 7.44478e-07, 

2.23711, 5, 0, 7.31348e-08, 

2.23711, 6, 0, 1.30359e-07, 

2.23711, 7, 0, 1.63866e-07, 

2.23711, 8, 0, 2.00884e-07, 

2.23711, 9, 0, 3.15167e-07, 

2.23711, 10, 0, 2.77133e-06, 

2.23711, 11, 0, 2.77133e-06, 

4.47423, 0, 0, 0.0219606, 

4.47423, 1, 0, 0.0219606, 

4.47423, 2, 0, 0.00161603, 

4.47423, 3, 0, 3.91287e-05, 

4.47423, 4, 0, 1.31004e-06, 

4.47423, 5, 0, 2.11422e-06, 

4.47423, 6, 0, 9.59601e-06, 

4.47423, 7, 0, 9.21784e-06, 

4.47423, 8, 0, 4.77447e-06, 

4.47423, 9, 0, 1.44745e-05, 

4.47423, 10, 0, 0.000185276, 

4.47423, 11, 0, 0.000185276, 

6.71134, 0, 0, 0.0947718, 

6.71134, 1, 0, 0.0947718, 

6.71134, 2, 0, 0.00982347, 

6.71134, 3, 0, 0.000352981, 

6.71134, 4, 0, 2.39272e-05, 

6.71134, 5, 0, 3.59217e-05, 

6.71134, 6, 0, 0.000121178, 

6.71134, 7, 0, 0.000286609, 

6.71134, 8, 0, 0.000207553, 

6.71134, 9, 0, 0.00133032, 

6.71134, 10, 0, 0.0180286, 

6.71134, 11, 0, 0.0180286, 

8.94845, 0, 0, 0.0999274, 

8.94845, 1, 0, 0.0999274, 

8.94845, 2, 0, 0.0156996, 

8.94845, 3, 0, 0.00107878, 

8.94845, 4, 0, 0.000126033, 

8.94845, 5, 0, 0.000146697, 

8.94845, 6, 0, 0.000332409, 

8.94845, 7, 0, 0.000899981, 

8.94845, 8, 0, 0.0027691, 

8.94845, 9, 0, 0.00651544, 

8.94845, 10, 0, 0.0284552, 

8.94845, 11, 0, 0.0284552, 

11.1856, 0, 0, 0.162855, 

11.1856, 1, 0, 0.162855, 

11.1856, 2, 0, 0.0370494, 

11.1856, 3, 0, 0.00360716, 

11.1856, 4, 0, 0.000842676, 

11.1856, 5, 0, 0.000545177, 

11.1856, 6, 0, 0.00054982, 

11.1856, 7, 0, 0.00362133, 

11.1856, 8, 0, 0.0150225, 

11.1856, 9, 0, 0.0509605, 

11.1856, 10, 0, 0.200676, 

11.1856, 11, 0, 0.200676, 

13.4227, 0, 0, 0.542872, 

13.4227, 1, 0, 0.542872, 

13.4227, 2, 0, 0.140703, 

13.4227, 3, 0, 0.0290603, 

13.4227, 4, 0, 0.0105945, 

13.4227, 5, 0, 0.00762071, 

13.4227, 6, 0, 0.0039991, 

13.4227, 7, 0, 0.00287973, 

13.4227, 8, 0, 0.013199, 

13.4227, 9, 0, 0.0575041, 

13.4227, 10, 0, 0.178774, 

13.4227, 11, 0, 0.178774, 

15.6598, 0, 0, 0.69645, 

15.6598, 1, 0, 0.69645, 

15.6598, 2, 0, 0.222531, 

15.6598, 3, 0, 0.0678203, 

15.6598, 4, 0, 0.0646693, 

15.6598, 5, 0, 0.0301606, 

15.6598, 6, 0, 0.0165214, 

15.6598, 7, 0, 0.00770619, 

15.6598, 8, 0, 0.00751208, 

15.6598, 9, 0, 0.0381711, 

15.6598, 10, 0, 0.154894, 

15.6598, 11, 0, 0.154894, 

17.8969, 0, 0, 0.469039, 

17.8969, 1, 0, 0.469039, 

17.8969, 2, 0, 0.149761, 

17.8969, 3, 0, 0.106114, 

17.8969, 4, 0, 0.240784, 

17.8969, 5, 0, 0.184017, 

17.8969, 6, 0, 0.0478332, 

17.8969, 7, 0, 0.00927257, 

17.8969, 8, 0, 0.00656833, 

17.8969, 9, 0, 0.00981655, 

17.8969, 10, 0, 0.0486387, 

17.8969, 11, 0, 0.0486387, 

20.134, 0, 0, 0.536113, 

20.134, 1, 0, 0.536113, 

20.134, 2, 0, 0.188221, 

20.134, 3, 0, 0.0299274, 

20.134, 4, 0, 0.00300341, 

20.134, 5, 0, 0.0041152, 

20.134, 6, 0, 0.0345647, 

20.134, 7, 0, 0.0439291, 

20.134, 8, 0, 0.0282476, 

20.134, 9, 0, 0.01207, 

20.134, 10, 0, 0.0599936, 

20.134, 11, 0, 0.0599936, 

22.3711, 0, 0, 0.442677, 

22.3711, 1, 0, 0.442677, 

22.3711, 2, 0, 0.204238, 

22.3711, 3, 0, 0.155205, 

22.3711, 4, 0, 0.190427, 

22.3711, 5, 0, 0.187377, 

22.3711, 6, 0, 0.122139, 

22.3711, 7, 0, 0.0874176, 

22.3711, 8, 0, 0.0369704, 

22.3711, 9, 0, 0.0172082, 

22.3711, 10, 0, 0.092193, 

22.3711, 11, 0, 0.092193, 

24.6082, 0, 0, 0.659373, 

24.6082, 1, 0, 0.659373, 

24.6082, 2, 0, 0.335414, 

24.6082, 3, 0, 0.25025, 

24.6082, 4, 0, 0.166681, 

24.6082, 5, 0, 0.103021, 

24.6082, 6, 0, 0.109556, 

24.6082, 7, 0, 0.173695, 

24.6082, 8, 0, 0.0570775, 

24.6082, 9, 0, 0.0388518, 

24.6082, 10, 0, 0.263714, 

24.6082, 11, 0, 0.263714, 

26.8453, 0, 0, 0.634387, 

26.8453, 1, 0, 0.634387, 

26.8453, 2, 0, 0.425363, 

26.8453, 3, 0, 0.470751, 
